ItemID,User 1,User 2,User 3,User 4,User 5
635,0.286,0.353,0.294,0.538,0.261
636,0.455,0.474,0.5,0.471,0.417
637,0.476,0.5,0.529,0.5,0.5
638,0.516,0.5,0.565,0.5,0.452
639,0.5,0.522,0.522,0.467,0.467
640,0.5,0.522,0.522,0.52,0.467
641,0.5,0.522,0.522,0.52,0.467
642,0.5,0.522,0.522,0.467,0.467
643,0.571,0.526,0.556,0.6,0.591
644,0.571,0.526,0.556,0.524,0.522
645,0.571,0.526,0.556,0.524,0.522
646,0.571,0.526,0.556,0.524,0.522
647,0.5,0.464,0.478,0.517,0.571
648,0.522,0.48,0.579,0.538,0.542
649,0.522,0.476,0.5,0.545,0.542
650,0.167,0.158,0.167,0.19,0.167
651,0.167,0.158,0.167,0.267,0.12
652,0.636,0.531,0.483,0.625,0.625
653,0.645,0.538,0.5,0.633,0.633
654,0.633,0.583,0.48,0.621,0.621
655,0.606,0.5,0.489,0.594,0.594
656,0.606,0.5,0.489,0.594,0.594
657,0.594,0.538,0.538,0.633,0.581
658,0.562,0.56,0.5,0.6,0.6
659,0.562,0.56,0.5,0.655,0.6
660,0.52,0.545,0.478,0.55,0.536
661,0.478,0.5,0.45,0.444,0.44
662,0.478,0.5,0.45,0.393,0.393
663,0.565,0.6,0.632,0.667,0.583
664,0.591,0.632,0.667,0.619,0.542
665,0.565,0.684,0.6,0.591,0.519
666,0.591,0.632,0.579,0.7,0.542
667,0.545,0.579,0.611,0.571,0.444
668,0.545,0.579,0.526,0.571,0.444
669,0.452,0.516,0.467,0.471,0.515
670,0.452,0.516,0.467,0.471,0.515
671,0.452,0.469,0.467,0.471,0.471
672,0.467,0.478,0.444,0.485,0.485
673,0.467,0.478,0.444,0.485,0.485
674,0.467,0.478,0.444,0.485,0.485
675,0.467,0.447,0.444,0.441,0.485
676,0.452,0.469,0.467,0.471,0.471
677,0.475,0.617,0.587,0.425,0.462
678,0.366,0.457,0.4,0.385,0.421
679,0.447,0.515,0.438,0.514,0.432
680,0.447,0.515,0.438,0.514,0.432
681,0.444,0.516,0.435,0.429,0.471
682,0.333,0.304,0.412,0.4,0.304
683,0.333,0.304,0.412,0.5,0.269
684,0.333,0.304,0.412,0.4,0.269
685,0.511,0.492,0.491,0.408,0.38
686,0.49,0.552,0.526,0.392,0.365
687,0.447,0.491,0.491,0.347,0.32
688,0.426,0.5,0.5,0.354,0.327
689,0.561,0.473,0.472,0.476,0.442
690,0.6,0.553,0.556,0.421,0.417
691,0.167,0.158,0.167,0.188,0.12
692,0.167,0.158,0.167,0.267,0.12
693,0.167,0.158,0.167,0.188,0.12
694,0.167,0.158,0.167,0.188,0.12
695,0.167,0.158,0.167,0.188,0.12
696,0.682,0.571,0.524,0.636,0.56
697,0.682,0.571,0.524,0.636,0.56
698,0.6,0.714,0.565,0.56,0.552
699,0.6,0.714,0.565,0.56,0.5
700,0.5,0.45,0.526,0.625,0.346
701,0.435,0.45,0.45,0.444,0.31
702,0.633,0.571,0.48,0.621,Visited
703,0.655,0.593,0.5,0.643,Visited
704,0.419,0.478,0.481,0.441,0.438
705,0.542,0.571,0.524,0.636,0.56
706,0.483,0.489,0.5,0.5,0.455
707,0.483,0.5,0.5,0.448,0.5
708,0.448,0.435,0.52,0.414,0.424
709,0.5,0.462,0.391,0.526,0.407
710,0.609,0.65,0.5,0.636,0.625
711,0.522,0.55,0.409,0.619,0.542
712,0.545,0.5,0.5,0.65,0.565
713,0.545,0.5,0.5,0.588,0.5
714,0.545,0.5,0.5,0.571,0.5
715,0.571,0.526,0.526,0.625,0.522
716,0.619,0.579,0.5,0.737,0.636
717,0.619,0.579,0.5,0.65,0.565
718,0.429,0.391,0.368,0.643,0.455
719,0.429,0.391,0.368,0.769,0.391
720,0.429,0.391,0.368,0.643,0.391
721,0.708,0.654,0.609,0.643,0.643
722,0.708,0.654,0.609,0.643,0.643
723,0.696,0.667,0.591,0.727,0.577
724,0.696,0.667,0.591,0.727,0.577
725,0.696,0.667,0.591,0.727,0.577
726,0.696,0.667,0.591,0.727,0.577
727,0.571,0.586,0.481,0.633,0.581
728,0.469,0.479,0.536,0.444,0.405
729,0.484,0.489,0.556,0.457,0.417
730,0.452,0.5,0.577,0.429,0.389
731,0.452,0.533,0.467,0.471,0.429
732,0.452,0.468,0.577,0.389,0.351
733,0.429,0.542,0.511,0.375,0.375
734,0.423,0.444,0.524,0.556,0.5
735,0.44,0.462,0.55,0.519,0.464
736,0.458,0.48,0.579,0.481,0.538
737,0.458,0.48,0.579,0.481,0.538
738,0.5,0.462,0.632,0.577,0.52
739,0.593,0.5,0.462,0.714,0.75
740,0.615,0.52,0.48,0.679,0.714
741,0.615,0.52,0.48,0.741,0.778
742,0.64,0.609,0.542,0.704,0.704
743,0.64,0.542,0.542,0.704,0.643
744,0.652,0.619,0.545,0.762,0.667
745,0.652,0.619,0.545,0.682,0.6
746,0.512,0.673,0.646,0.432,0.432
747,0.561,0.723,0.696,0.476,0.476
748,0.575,0.739,0.711,0.525,0.488
749,0.575,0.739,0.711,0.525,0.488
750,0.636,0.583,Visited,0.464,0.414
751,0.636,0.583,Visited,0.464,0.414
752,0.5,0.483,0.5,0.481,0.536
753,0.6,0.536,0.542,0.438,0.433
754,0.579,0.486,0.396,0.487,0.487
755,0.677,0.679,0.5,0.613,0.679
756,0.568,0.514,0.385,0.556,0.556
757,0.528,0.515,0.387,0.516,0.515
758,0.708,0.654,0.542,0.643,0.643
759,0.708,0.654,0.542,0.704,0.654
760,0.167,0.158,0.167,0.19,0.167
761,0.455,0.4,0.474,0.476,0.417
762,0.455,0.4,0.474,0.409,0.36
763,0.545,0.565,0.5,0.688,0.5
764,0.381,0.348,0.333,0.571,0.308
765,0.488,0.66,0.667,0.439,0.439
766,0.351,0.396,0.391,0.412,0.371
767,0.351,0.396,0.391,0.412,0.371
768,0.351,0.396,0.391,0.412,0.371
769,0.522,Visited,Visited,0.545,0.478
770,0.479,Visited,Visited,0.5,0.438
771,0.511,Visited,Visited,0.5,0.467
772,0.385,0.42,0.417,0.405,0.432
773,0.5,0.538,0.36,0.48,0.538
774,0.433,0.406,0.393,0.455,0.485
775,0.435,0.45,0.4,0.524,0.444
776,0.435,0.45,0.4,0.455,0.407
777,0.455,0.474,0.421,0.476,0.37
778,0.429,0.444,0.389,0.526,0.391
779,0.458,0.55,Visited,0.481,0.481
780,0.458,0.55,Visited,0.481,0.481
